no,team,GP,FG%,TP%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,rPTS,rAST,rREB,rPF,rTOV,rSTL,rBLK
16,Warriors,21,48.2,37.6,77.8,10,35.8,45.7,25.7,16.3,8.7,6.4,20.3,106.8,3,4,2,13,26,6,1
